gene_id,gene_name
55694,ENSG00000227054.1,FDX1P2
55695,ENSG00000154723.13,ATP5PF
55696,ENSG00000154727.11,GABPA
55697,ENSG00000235514.1,LLPHP2
55698,ENSG00000142192.21,APP
55699,ENSG00000233783.8,AP001442.2
55700,ENSG00000251972.1,RNU6-123P
55701,ENSG00000224541.1,AP001439.2
55702,ENSG00000273492.6,APP-DT
55703,ENSG00000206802.1,RNU6-926P
55704,ENSG00000286902.1,KB-1622E1.1
55705,ENSG00000229025.1,AP001595.1
55706,ENSG00000232692.1,AP001596.6
55707,ENSG00000197934.8,CYYR1-AS1
55708,ENSG00000273115.1,KB-1466C5.1
55709,ENSG00000166265.13,CYYR1
55710,ENSG00000154734.16,ADAMTS1
55711,ENSG00000223563.1,AP001601.2
55712,ENSG00000154736.6,ADAMTS5
55713,ENSG00000266133.1,MIR4759
55714,ENSG00000215326.3,GPX1P2
55715,ENSG00000231236.2,AP001604.3
55716,ENSG00000236332.2,AP001605.4
55717,ENSG00000233300.1,EIF4A1P1
55718,ENSG00000217026.3,RPL10P1
55719,ENSG00000219592.2,NCSTNP1
55720,ENSG00000234052.2,LINC01673
55721,ENSG00000225298.5,LINC00113
55722,ENSG00000234083.1,AJ006995.3
55723,ENSG00000178457.3,LINC00314
55724,ENSG00000232079.7,LINC01697
55725,ENSG00000236532.6,LINC01695
55726,ENSG00000232855.7,AF131217.1
55727,ENSG00000226935.6,LINC00161
55728,ENSG00000283300.1,U6
55729,ENSG00000156239.12,N6AMT1
55730,ENSG00000215005.2,HSPD1P7
55731,ENSG00000215317.2,THUMPD1P1
55732,ENSG00000198862.14,LTN1
55733,ENSG00000176054.6,RPL23P2
55734,ENSG00000156253.7,RWDD2B
55735,ENSG00000273254.1,RP1-100J12.1
55736,ENSG00000156256.15,USP16
55737,ENSG00000156261.13,CCT8
55738,ENSG00000231125.2,AF129075.5
55739,ENSG00000286018.1,RP1-100J12.2
55740,ENSG00000156265.16,MAP3K7CL
55741,ENSG00000232687.1,RPL12P9
55742,ENSG00000201984.1,Y
55743,ENSG00000212479.2,U3
55744,ENSG00000224649.1,AF124730.4
55745,ENSG00000215533.8,LINC00189
55746,ENSG00000156273.16,BACH1
55747,ENSG00000236056.1,GAPDHP14
55748,ENSG00000248476.1,BACH1-IT1
55749,ENSG00000273017.1,AP000240.9
55750,ENSG00000232118.2,BACH1-AS1
55751,ENSG00000228817.4,BACH1-IT2
55752,ENSG00000234293.1,BACH1-IT3
55753,ENSG00000171189.17,GRIK1
55754,ENSG00000273464.1,RP11-313P22.1
55755,ENSG00000174680.10,GRIK1-AS1
55756,ENSG00000259981.1,AF096876.1
55757,ENSG00000156282.5,CLDN17
55758,ENSG00000227342.1,LINC00307
55759,ENSG00000156284.6,CLDN8
55760,ENSG00000225267.1,RPL8P2
55761,ENSG00000188694.6,KRTAP24-1
55762,ENSG00000232263.1,KRTAP25-1
55763,ENSG00000197683.5,KRTAP26-1
55764,ENSG00000206107.2,KRTAP27-1
55765,ENSG00000186980.7,KRTAP23-1
55766,ENSG00000250973.1,KRTAP13-6P
55767,ENSG00000182816.9,KRTAP13-2
55768,ENSG00000265007.1,MIR4327
55769,ENSG00000198390.5,KRTAP13-1
55770,ENSG00000240432.3,KRTAP13-3
55771,ENSG00000186971.3,KRTAP13-4
55772,ENSG00000233640.2,KRTAP13-5P
55773,ENSG00000186970.4,KRTAP15-1
55774,ENSG00000184351.8,KRTAP19-1
55775,ENSG00000186965.5,KRTAP19-2
55776,ENSG00000244025.5,KRTAP19-3
55777,ENSG00000186967.7,KRTAP19-4
55778,ENSG00000186977.3,KRTAP19-5
55779,ENSG00000237841.1,KRTAP19-9P
55780,ENSG00000235312.1,KRTAP19-10P
55781,ENSG00000218125.1,AP000567.27
55782,ENSG00000236612.1,KRTAP19-11P
55783,ENSG00000186925.6,KRTAP19-6
55784,ENSG00000244362.3,KRTAP19-7
55785,ENSG00000206106.2,KRTAP22-2
55786,ENSG00000212938.3,KRTAP6-3
55787,ENSG00000186930.4,KRTAP6-2
55788,ENSG00000186924.3,KRTAP22-1
55789,ENSG00000184724.5,KRTAP6-1
55790,ENSG00000244624.3,KRTAP20-1
55791,ENSG00000206105.2,KRTAP20-4
55792,ENSG00000184032.3,KRTAP20-2
55793,ENSG00000206104.2,KRTAP20-3
55794,ENSG00000231068.1,KRTAP21-3
55795,ENSG00000236400.1,KRTAP21-4P
55796,ENSG00000187026.3,KRTAP21-2
55797,ENSG00000187005.5,KRTAP21-1
55798,ENSG00000238257.1,AP000244.11
55799,ENSG00000233036.1,KRTAP8-2P
55800,ENSG00000227840.1,KRTAP8-3P
55801,ENSG00000183640.6,KRTAP8-1
55802,ENSG00000274749.1,KRTAP7-1
55803,ENSG00000182591.6,KRTAP11-1
55804,ENSG00000206102.2,KRTAP19-8
55805,ENSG00000228941.1,UBE3AP2
55806,ENSG00000156299.13,TIAM1
55807,ENSG00000286643.1,AP000248.1
55808,ENSG00000237325.3,AP000563.2
55809,ENSG00000237594.2,AP000251.3
55810,ENSG00000230870.2,FBXW11P1
55811,ENSG00000234509.1,AP000253.1
55812,ENSG00000142168.15,SOD1
55813,ENSG00000238390.1,ENSG10010138890.1
55814,ENSG00000273271.1,AP000254.8
55815,ENSG00000156304.15,SCAF4
55816,ENSG00000229046.1,HMGN1P2
55817,ENSG00000273091.1,AP000255.6
55818,ENSG00000234107.1,TPT1P1
55819,ENSG00000142149.9,HUNK
55820,ENSG00000237138.1,HUNK-AS1
55821,ENSG00000230323.6,LINC00159
55822,ENSG00000261610.1,AP000265.1
55823,ENSG00000159055.4,MIS18A
55824,ENSG00000227256.1,MIS18A-AS1
55825,ENSG00000170262.13,MRAP
55826,ENSG00000232623.1,MRAP-AS1
55827,ENSG00000142207.7,URB1
55828,ENSG00000200792.1,SNORA80A
55829,ENSG00000256073.3,URB1-AS1
55830,ENSG00000265590.10,CFAP298-TCP10L
55831,ENSG00000166979.13,EVA1C
55832,ENSG00000229007.1,EXOSC3P1
55833,ENSG00000242220.9,TCP10L
55834,ENSG00000252045.1,ENSG10010139358.1
55835,ENSG00000252950.1,RNA5SP490
55836,ENSG00000159079.19,CFAP298
55837,ENSG00000228433.2,OR7E23P
55838,ENSG00000238220.1,AP000275.64
55839,ENSG00000159082.18,SYNJ1
55840,ENSG00000238197.6,PAXBP1-AS1
55841,ENSG00000159086.15,PAXBP1
55842,ENSG00000205930.10,C21orf62-AS1
55843,ENSG00000279690.1,AP000280.66
55844,ENSG00000205929.11,C21orf62
55845,ENSG00000224427.1,AP000281.1
55846,ENSG00000207098.1,SNORA70
55847,ENSG00000232360.1,AP000281.2
55848,ENSG00000227757.3,AP000282.2
55849,ENSG00000228961.1,LINC01690
55850,ENSG00000205927.5,OLIG2
55851,ENSG00000232539.1,LINC00945
55852,ENSG00000184221.13,OLIG1
55853,ENSG00000226527.2,AP000289.6
55854,ENSG00000226433.2,AP000290.7
55855,ENSG00000229086.5,LINC01548
55856,ENSG00000159110.21,IFNAR2
55857,ENSG00000249624.10,AP000295.9
55858,ENSG00000223799.1,IL10RB-DT
55859,ENSG00000243646.10,IL10RB
55860,ENSG00000142166.13,IFNAR1
55861,ENSG00000226501.2,USF1P1
55862,ENSG00000159128.15,IFNGR2
55863,ENSG00000142188.17,TMEM50B
55864,ENSG00000215088.3,RPS5P3
55865,ENSG00000231355.1,AP000302.58
55866,ENSG00000177692.12,DNAJC28
55867,ENSG00000159131.17,GART
55868,ENSG00000233956.1,BTF3P6
55869,ENSG00000159140.21,SON
55870,ENSG00000284448.1,MIR6501
55871,ENSG00000159147.18,DONSON
55872,ENSG00000249209.2,AP000304.12
55873,ENSG00000205758.12,CRYZL1
55874,ENSG00000205726.15,ITSN1
55875,ENSG00000241837.7,ATP5PO
55876,ENSG00000237945.7,LINC00649
55877,ENSG00000244294.3,RN7SL740P
55878,ENSG00000273102.1,AP000569.9
55879,ENSG00000243927.6,MRPS6
55880,ENSG00000198743.7,SLC5A3
55881,ENSG00000272657.1,AP000320.7
55882,ENSG00000224598.1,RPS5P2
55883,ENSG00000227456.9,LINC00310
55884,ENSG00000214955.5,AP000318.2
55885,ENSG00000225555.2,AP000320.6
55886,ENSG00000159197.4,KCNE2
55887,ENSG00000205670.12,SMIM11A
55888,ENSG00000222018.2,FAM243A
55889,ENSG00000273104.1,CMP21-97G8.1
55890,ENSG00000243627.5,SMIM34A
55891,ENSG00000272958.1,CMP21-97G8.2
55892,ENSG00000180509.13,KCNE1
55893,ENSG00000221398.1,ENSG10010137876.1
55894,ENSG00000288711.1,AP000326.5
55895,ENSG00000159200.18,RCAN1
55896,ENSG00000159212.13,CLIC6
55897,ENSG00000230978.2,LINC00160
55898,ENSG00000234380.2,LINC01426
55899,ENSG00000159216.19,RUNX1
55900,ENSG00000286153.1,AP000331.1
55901,ENSG00000234703.1,AF015262.2
55902,ENSG00000223671.2,RPL34P3
55903,ENSG00000231300.1,EZH2P1
55904,ENSG00000230794.1,AF015720.3
55905,ENSG00000211590.1,MIR802
55906,ENSG00000229761.1,RPS20P1
55907,ENSG00000234008.5,PPP1R2P2
55908,ENSG00000231106.2,LINC01436
55909,ENSG00000214914.3,RPL23AP3
55910,ENSG00000185917.14,SETD4
55911,ENSG00000189089.5,RIMKLBP1
55912,ENSG00000236677.1,SETD4-AS1
55913,ENSG00000200213.1,RNU6-992P
55914,ENSG00000230212.6,AP000688.14
55915,ENSG00000159228.13,CBR1
55916,ENSG00000236119.1,AP000688.15
55917,ENSG00000233393.1,AP000688.29
55918,ENSG00000226054.2,MEMO1P1
55919,ENSG00000236830.7,CBR3-AS1
55920,ENSG00000214889.3,RPS9P1
55921,ENSG00000159231.6,CBR3
55922,ENSG00000142197.12,DOP1B
55923,ENSG00000228149.1,RPL3P1
55924,ENSG00000214867.3,SRSF9P1
55925,ENSG00000273199.1,AP000692.10
55926,ENSG00000159256.13,MORC3
55927,ENSG00000228107.1,AP000692.9
55928,ENSG00000159259.8,CHAF1B
55929,ENSG00000224421.1,ATP5MFP1
55930,ENSG00000230479.1,AP000695.6
55931,ENSG00000233818.1,AP000695.4
55932,ENSG00000159261.12,CLDN14
55933,ENSG00000279365.1,KB-176G8.1
55934,ENSG00000223741.1,PSMD4P1
55935,ENSG00000286517.1,KB-1572B10.1
55936,ENSG00000286852.1,KB-1572B10.2
55937,ENSG00000231324.1,AP000696.2
55938,ENSG00000224269.1,AP000697.6
55939,ENSG00000159263.16,SIM2
55940,ENSG00000159267.17,HLCS
55941,ENSG00000237646.1,HLCS-IT1
55942,ENSG00000199806.1,RNA5SP491
55943,ENSG00000270652.1,DPRXP5
55944,ENSG00000224790.3,AP000704.5
55945,ENSG00000207416.1,Y
55946,ENSG00000215734.3,MRPL20P1
55947,ENSG00000183145.9,RIPPLY3
55948,ENSG00000212136.1,RNU6-696P
55949,ENSG00000185808.14,PIGP
55950,ENSG00000182670.13,TTC3
55951,ENSG00000270116.1,AP001429.1
55952,ENSG00000228677.1,TTC3-AS1
55953,ENSG00000230366.9,DSCR9
55954,ENSG00000263969.2,RN7SL678P
55955,ENSG00000242553.1,AP001432.14
55956,ENSG00000157538.14,VPS26C
55957,ENSG00000272948.2,AP001412.1
55958,ENSG00000287637.1,AP001437.2
55959,ENSG00000273210.1,AP001437.1
55960,ENSG00000157540.22,DYRK1A
55961,ENSG00000286717.1,AP001436.1
55962,ENSG00000157542.11,KCNJ6
55963,ENSG00000233213.1,KCNJ6-AS1
55964,ENSG00000184029.9,DSCR4
55965,ENSG00000223608.1,DSCR4-IT1
55966,ENSG00000198054.12,DSCR8
55967,ENSG00000157551.19,KCNJ15
55968,ENSG00000270835.2,AP001425.14
55969,ENSG00000233316.4,DSCR10
55970,ENSG00000226012.1,AP001434.2
55971,ENSG00000231123.1,SPATA20P1
55972,ENSG00000231231.5,LINC01423
55973,ENSG00000157554.19,ERG
55974,ENSG00000231480.1,SNRPGP13
55975,ENSG00000287470.1,KB-2042G5.1
55976,ENSG00000223806.8,LINC00114
55977,ENSG00000157557.13,ETS2
55978,ENSG00000205622.11,AF064858.6
55979,ENSG00000229986.1,AP001042.1
55980,ENSG00000287082.1,AP001042.2
55981,ENSG00000229925.1,AP001043.1
55982,ENSG00000272015.1,SNORA62
55983,ENSG00000227721.1,RPSAP64
55984,ENSG00000232837.1,LINC01700
55985,ENSG00000235888.3,AF064858.8
55986,ENSG00000288266.1,AF064858.9
55987,ENSG00000237609.1,AF064858.10
55988,ENSG00000228861.5,RPL23AP12
55989,ENSG00000235701.1,PCBP2P1
55990,ENSG00000276873.1,ENSG10010139778.1
55991,ENSG00000183527.12,PSMG1
55992,ENSG00000185658.14,BRWD1
55993,ENSG00000272991.1,AF129408.17
55994,ENSG00000232608.1,TIMM9P2
55995,ENSG00000237373.1,BRWD1-IT1
55996,ENSG00000229623.1,METTL21AP1
55997,ENSG00000255568.3,BRWD1-AS2
55998,ENSG00000238141.2,BRWD1-AS1
55999,ENSG00000205581.11,HMGN1
56000,ENSG00000252915.1,Y
56001,ENSG00000227406.1,RNF6P1
56002,ENSG00000182093.16,GET1
56003,ENSG00000285815.1,GET1-SH3BGR
56004,ENSG00000157578.14,LCA5L
56005,ENSG00000185437.15,SH3BGR
56006,ENSG00000275523.1,MIR6508
56007,ENSG00000235808.1,MYL6P2
56008,ENSG00000228349.1,RPS26P4
56009,ENSG00000235012.1,JCADP1
56010,ENSG00000183778.18,B3GALT5
56011,ENSG00000184809.13,B3GALT5-AS1
56012,ENSG00000225330.1,AF064860.5
56013,ENSG00000231713.2,AF064860.7
56014,ENSG00000183067.5,IGSF5
56015,ENSG00000183036.11,PCP4
56016,ENSG00000171587.15,DSCAM
56017,ENSG00000263973.1,MIR4760
56018,ENSG00000235123.5,DSCAM-AS1
56019,ENSG00000207147.1,ENSG10010136359.1
56020,ENSG00000233756.5,DSCAM-IT1
56021,ENSG00000288069.1,AF064866.1
56022,ENSG00000230859.1,YRDCP3
56023,ENSG00000286425.1,RP1-247E2.1
56024,ENSG00000226496.3,LINC00323
56025,ENSG00000263681.1,MIR3197
56026,ENSG00000182240.16,BACE2
56027,ENSG00000280109.3,PLAC4
56028,ENSG00000224388.1,BACE2-IT1
56029,ENSG00000183844.17,FAM3B
56030,ENSG00000183486.14,MX2
56031,ENSG00000157601.15,MX1
56032,ENSG00000228318.3,AP001610.5
56033,ENSG00000184012.14,TMPRSS2
56034,ENSG00000207503.1,ENSG10010138390.1
56035,ENSG00000232806.1,AP001610.9
56036,ENSG00000223400.1,AP006748.1
56037,ENSG00000286027.1,PCSEAT
56038,ENSG00000227702.1,LINC00111
56039,ENSG00000236384.7,LINC00479
56040,ENSG00000232401.2,LINC00112
56041,ENSG00000183421.12,RIPK4
56042,ENSG00000236883.1,AP001615.9
56043,ENSG00000275166.1,MIR6814
56044,ENSG00000141956.14,PRDM15
56045,ENSG00000236545.1,AP001619.3
56046,ENSG00000227698.1,AP001619.2
56047,ENSG00000251778.1,ENSG10010135022.1
56048,ENSG00000157617.17,C2CD2
56049,ENSG00000173276.14,ZBTB21
56050,ENSG00000237232.9,ZNF295-AS1
56051,ENSG00000177398.19,UMODL1
56052,ENSG00000184385.2,UMODL1-AS1
56053,ENSG00000160179.19,ABCG1
56054,ENSG00000223262.1,RNA5SP492
56055,ENSG00000160180.17,TFF3
56056,ENSG00000160181.9,TFF2
56057,ENSG00000160182.3,TFF1
56058,ENSG00000160183.17,TMPRSS3
56059,ENSG00000160185.15,UBASH3A
56060,ENSG00000252619.1,RNU6-1149P
56061,ENSG00000160188.10,RSPH1
56062,ENSG00000160190.14,SLC37A1
56063,ENSG00000239930.2,AP001625.4
56064,ENSG00000231867.1,AP001625.5
56065,ENSG00000235772.1,AP001625.6
56066,ENSG00000225431.1,LINC01671
56067,ENSG00000235023.1,AP001626.2
56068,ENSG00000160191.18,PDE9A
56069,ENSG00000225731.1,PDE9A-AS1
56070,ENSG00000283051.1,LINC01668
56071,ENSG00000233754.2,AP001628.7
56072,ENSG00000225218.1,AP001628.6
56073,ENSG00000160193.12,WDR4
56074,ENSG00000160194.18,NDUFV3
56075,ENSG00000233056.3,ERVH48-1
56076,ENSG00000264580.1,MIR5692B
56077,ENSG00000224100.1,AP001630.5
56078,ENSG00000160199.15,PKNOX1
56079,ENSG00000160200.18,CBS
56080,ENSG00000160201.12,U2AF1
56081,ENSG00000286549.1,KB-2007G4.1
56082,ENSG00000232777.1,MRPL51P2
56083,ENSG00000236663.1,FRGCA
56084,ENSG00000228120.2,AP001631.10
56085,ENSG00000160202.7,CRYAA
56086,ENSG00000237864.1,LINC00322
56087,ENSG00000237989.1,LINC01679
56088,ENSG00000225637.1,AP001046.6
56089,ENSG00000142178.9,SIK1
56090,ENSG00000188660.4,LINC00319
56091,ENSG00000185186.10,LINC00313
56092,ENSG00000223975.1,AP001048.4
56093,ENSG00000160207.9,HSF2BP
56094,ENSG00000214326.2,RPL31P1
56095,ENSG00000234289.6,H2BS1
56096,ENSG00000278433.1,MIR6070
56097,ENSG00000160208.13,RRP1B
56098,ENSG00000160209.19,PDXK
56099,ENSG00000281420.1,ENSG00000281420
56100,ENSG00000287507.1,KB-836E9.1
56101,ENSG00000160213.9,CSTB
56102,ENSG00000234030.1,TMEM97P1
56103,ENSG00000160214.13,RRP1
56104,ENSG00000215458.8,AATBC
56105,ENSG00000226543.3,MYL6P1
56106,ENSG00000160216.21,AGPAT3
56107,ENSG00000199598.1,RNU6-859P
56108,ENSG00000288593.1,KB-218C10.1
56109,ENSG00000252606.1,RNU6-1150P
56110,ENSG00000160218.13,TRAPPC10
56111,ENSG00000213440.2,H2AZP1
56112,ENSG00000241945.8,PWP2
56113,ENSG00000160221.18,GATD3A
56114,ENSG00000225331.1,LINC01678
56115,ENSG00000285413.1,AP001055.8
56116,ENSG00000237604.1,AP001056.1
56117,ENSG00000232124.3,AP001057.1
56118,ENSG00000160223.17,ICOSLG
56119,ENSG00000278158.1,AP001059.6
56120,ENSG00000275799.1,AP001059.7
56121,ENSG00000142182.9,DNMT3L
56122,ENSG00000232010.1,DNMT3L-AS1
56123,ENSG00000160224.17,AIRE
56124,ENSG00000141959.17,PFKL
56125,ENSG00000241728.5,AP001062.8
56126,ENSG00000160226.16,CFAP410
56127,ENSG00000184441.4,AP001062.7
56128,ENSG00000232969.1,AP001062.9
56129,ENSG00000260256.1,AP001063.1
56130,ENSG00000142185.17,TRPM2
56131,ENSG00000230061.2,TRPM2-AS
56132,ENSG00000266692.1,ENSG10010137197.1
56133,ENSG00000264452.1,ENSG10010138007.1
56134,ENSG00000229356.1,LRRC3-DT
56135,ENSG00000160233.8,LRRC3
56136,ENSG00000224747.1,MTCYBP21
56137,ENSG00000223431.1,MTND6P21
56138,ENSG00000227999.1,MTND5P1
56139,ENSG00000274225.1,KB-68A7.1
56140,ENSG00000228709.1,LINC02575
56141,ENSG00000277352.1,KB-68A7.2
56142,ENSG00000175894.18,TSPEAR
56143,ENSG00000235890.2,TSPEAR-AS1
56144,ENSG00000182912.6,TSPEAR-AS2
56145,ENSG00000287088.1,AP001066.12
56146,ENSG00000215455.4,KRTAP10-1
56147,ENSG00000205445.3,KRTAP10-2
56148,ENSG00000212935.2,KRTAP10-3
56149,ENSG00000215454.6,KRTAP10-4
56150,ENSG00000241123.1,KRTAP10-5
56151,ENSG00000188155.11,KRTAP10-6
56152,ENSG00000272804.3,KRTAP10-7
56153,ENSG00000187766.1,KRTAP10-8
56154,ENSG00000221837.6,KRTAP10-9
56155,ENSG00000221859.2,KRTAP10-10
56156,ENSG00000243489.4,KRTAP10-11
56157,ENSG00000212933.1,KRTAP12-4
56158,ENSG00000205439.10,KRTAP12-3
56159,ENSG00000221864.4,KRTAP12-2
56160,ENSG00000229880.1,IMMTP1
56161,ENSG00000187175.5,KRTAP12-1
56162,ENSG00000276647.1,KRTAP12-6P
56163,ENSG00000189169.7,KRTAP10-12
56164,ENSG00000236382.1,KRTAP10-13P
56165,ENSG00000184787.19,UBE2G2
56166,ENSG00000236519.1,LINC01424
56167,ENSG00000184900.16,SUMO3
56168,ENSG00000183255.12,PTTG1IP
56169,ENSG00000160255.18,ITGB2
56170,ENSG00000227039.6,ITGB2-AS1
56171,ENSG00000273027.1,LL21NC02-1C16.1
56172,ENSG00000183250.12,LINC01547
56173,ENSG00000272825.1,LL21NC02-1C16.2
56174,ENSG00000160256.13,FAM207A
56175,ENSG00000276529.1,AP001505.10
56176,ENSG00000234880.1,LINC00163
56177,ENSG00000261706.1,LINC00165
56178,ENSG00000275874.1,PICSAR
56179,ENSG00000235374.2,SSR4P1
56180,ENSG00000197381.17,ADARB1
56181,ENSG00000267857.2,RP5-1023B21.1
56182,ENSG00000182586.9,LINC00334
56183,ENSG00000186866.17,POFUT2
56184,ENSG00000223768.2,LINC00205
56185,ENSG00000286262.1,RP1-112E20.1
56186,ENSG00000184274.3,LINC00315
56187,ENSG00000229382.1,BX322557.13
56188,ENSG00000237664.1,LINC00316
56189,ENSG00000228930.1,MTCO1P3
56190,ENSG00000228355.1,BX322559.3
56191,ENSG00000273796.1,LL21NC02-21A1.1
56192,ENSG00000182871.16,COL18A1
56193,ENSG00000224574.1,COL18A1-AS2
56194,ENSG00000183535.9,COL18A1-AS1
56195,ENSG00000275167.1,MIR6815
56196,ENSG00000173638.19,SLC19A1
56197,ENSG00000233922.3,LINC01694
56198,ENSG00000286082.1,GS1-53I10.1
56199,ENSG00000286594.1,GS1-53I10.2
56200,ENSG00000183570.17,PCBP3
56201,ENSG00000275139.1,RP1-101D8.1
56202,ENSG00000205424.2,PCBP3-AS1
56203,ENSG00000286886.1,AJ011931.2
56204,ENSG00000276633.1,AJ011931.1
56205,ENSG00000280604.1,PCBP3-OT1
56206,ENSG00000274248.1,AJ011932.1
56207,ENSG00000142156.16,COL6A1
56208,ENSG00000224413.1,AP001476.2
56209,ENSG00000228235.1,AP001476.4
56210,ENSG00000226115.1,AP001476.3
56211,ENSG00000233767.1,PSMA6P3
56212,ENSG00000227438.1,AP001471.1
56213,ENSG00000142173.16,COL6A2
56214,ENSG00000160282.15,FTCD
56215,ENSG00000237338.1,FTCD-AS1
56216,ENSG00000160284.15,SPATC1L
56217,ENSG00000228404.1,AP001468.58
56218,ENSG00000160285.15,LSS
56219,ENSG00000223901.2,AP001469.5
56220,ENSG00000215424.10,MCM3AP-AS1
56221,ENSG00000160294.11,MCM3AP
56222,ENSG00000228137.1,AP001469.7
56223,ENSG00000239415.1,AP001469.9
56224,ENSG00000182362.14,YBEY
56225,ENSG00000160298.18,C21orf58
56226,ENSG00000160299.17,PCNT
56227,ENSG00000286224.1,AP000471.4
56228,ENSG00000225043.1,RPL18AP2
56229,ENSG00000160305.18,DIP2A
56230,ENSG00000223692.1,DIP2A-IT1
56231,ENSG00000202239.1,RNU6-396P
56232,ENSG00000160307.10,S100B
56233,ENSG00000160310.18,PRMT2
56234,ENSG00000230982.1,DSTNP1
56235,ENSG00000212932.3,RPL23AP4
56236,ENSG00000277248.1,U2
56237,ENSG00000283047.1,FRG1FP
56238,ENSG00000279973.2,SC22CB-56B3.1
56239,ENSG00000226444.2,ACTR3BP7
56240,ENSG00000276871.1,5
56241,ENSG00000288262.1,SC22CB-22C4.1
56242,ENSG00000286406.1,RP11-1277N13.1
56243,ENSG00000283023.1,FRG1GP
56244,ENSG00000276138.1,U6
56245,ENSG00000280341.1,LA16c-60D12.1
56246,ENSG00000236235.1,LA16c-13E4.3
56247,ENSG00000279442.1,LA16c-60D12.2
56248,ENSG00000184624.4,ZNF72P
56249,ENSG00000236097.1,BNIP3P2
56250,ENSG00000236831.1,YME1L1P1
56251,ENSG00000130538.6,OR11H1
56252,ENSG00000237299.1,LA16c-60G3.6
56253,ENSG00000235759.1,ARHGAP42P3
56254,ENSG00000233408.1,LA16c-23H5.4
56255,ENSG00000215268.3,LA16c-60G3.8
56256,ENSG00000213727.3,LA16c-60G3.7
56257,ENSG00000230643.1,LA16c-60G3.5
56258,ENSG00000230471.1,LA16c-2F2.8
56259,ENSG00000231565.1,NEK2P2
56260,ENSG00000226474.1,LA16c-2F2.5
56261,ENSG00000224435.2,NF1P6
56262,ENSG00000234381.1,MED15P7
56263,ENSG00000198062.15,POTEH
56264,ENSG00000236666.1,POTEH-AS1
56265,ENSG00000212216.1,RNU6-816P
56266,ENSG00000241838.3,LA16c-3G11.7
56267,ENSG00000225255.6,PSLNR
56268,ENSG00000235992.1,GRAMD4P2
56269,ENSG00000206195.11,DUXAP8
56270,ENSG00000271127.2,LL22NC03-N64E9.2
56271,ENSG00000232775.6,BMS1P22
56272,ENSG00000272872.1,LL22NC03-N14H11.1
56273,ENSG00000271672.1,DUXAP8
56274,ENSG00000223875.2,NBEAP3
56275,ENSG00000215270.3,TOMM40P2
56276,ENSG00000229286.1,LA16c-4G1.4
56277,ENSG00000233866.1,LA16c-4G1.3
56278,ENSG00000278188.1,U6
56279,ENSG00000225293.1,ABCD1P4
56280,ENSG00000226160.1,LA16c-17H1.3
56281,ENSG00000229658.1,PABPC1P9
56282,ENSG00000227367.1,SLC9B1P4
56283,ENSG00000280263.1,ACTR3BP6
56284,ENSG00000235969.1,CHEK2P4
56285,ENSG00000273362.1,KB-67B5.17
56286,ENSG00000233995.1,KB-67B5.12
56287,ENSG00000239435.2,KCNMB3P1
56288,ENSG00000198445.4,CCT8L2
56289,ENSG00000287285.1,KB-67B5.18
56290,ENSG00000240122.1,FABP5P11
56291,ENSG00000100181.22,TPTEP1
56292,ENSG00000283633.1,AC005301.9
56293,ENSG00000267338.1,KB-7G2.9
56294,ENSG00000249288.1,SLC25A15P5
56295,ENSG00000249263.2,PARP4P3
56296,ENSG00000189295.13,ANKRD62P1-PARP4P3
56297,ENSG00000259271.1,ANKRD62P1
56298,ENSG00000273244.1,KB-7G2.8
56299,ENSG00000241717.1,VWFP1
56300,ENSG00000288024.1,AC005301.10
56301,ENSG00000235343.2,LINC01665
56302,ENSG00000172967.8,XKR3
56303,ENSG00000229027.3,HSFY1P1
56304,ENSG00000234121.1,GPM6BP3
56305,ENSG00000283535.1,AC007064.29
56306,ENSG00000237835.1,AC007064.22
56307,ENSG00000220248.1,ZNF402P
56308,ENSG00000237689.1,AC007064.24
56309,ENSG00000228122.1,MTND1P17
56310,ENSG00000237358.1,AC007064.25
56311,ENSG00000225480.1,AC006548.19
56312,ENSG00000230481.2,IGKV1OR22-5
56313,ENSG00000253691.2,IGKV2OR22-4
56314,ENSG00000253460.2,IGKV2OR22-3
56315,ENSG00000254264.2,IGKV3OR22-2
56316,ENSG00000253481.2,IGKV1OR22-1
56317,ENSG00000285045.1,AC006548.29
56318,ENSG00000215568.9,GAB4
56319,ENSG00000270226.1,AC006548.26
56320,ENSG00000276400.1,VN1R9P
56321,ENSG00000237438.7,CECR7
56322,ENSG00000273203.1,AC006946.16
56323,ENSG00000273442.1,AC006946.17
56324,ENSG00000177663.14,IL17RA
56325,ENSG00000235328.1,AC006946.12
56326,ENSG00000183307.4,TMEM121B
56327,ENSG00000235478.5,LINC01664
56328,ENSG00000069998.12,HDHD5
56329,ENSG00000185837.3,HDHD5-AS1
56330,ENSG00000093072.18,ADA2
56331,ENSG00000236325.1,RPL32P5
56332,ENSG00000203416.3,FAM32BP
56333,ENSG00000241832.1,CECR3
56334,ENSG00000231004.2,CECR9
56335,ENSG00000239547.3,RN7SL843P
56336,ENSG00000099954.19,CECR2
56337,ENSG00000229492.1,AC004019.10
56338,ENSG00000232305.1,CLCP1
56339,ENSG00000228045.1,DNAJA1P6
56340,ENSG00000286195.1,AC007666.5
56341,ENSG00000182902.14,SLC25A18
56342,ENSG00000236754.5,AC004019.13
56343,ENSG00000131100.13,ATP6V1E1
56344,ENSG00000099968.18,BCL2L13
