gene_id,gene_name
10454,ENSG00000164049.14,FBXW12
10455,ENSG00000277483.1,RN7SL321P
10456,ENSG00000164050.13,PLXNB1
10457,ENSG00000164051.14,CCDC51
10458,ENSG00000232112.3,TMA7
10459,ENSG00000244380.1,RP11-24C3.2
10460,ENSG00000164053.22,ATRIP
10461,ENSG00000213689.14,TREX1
10462,ENSG00000164054.16,SHISA5
10463,ENSG00000114268.12,PFKFB4
10464,ENSG00000278799.1,MIR6823
10465,ENSG00000145040.4,UCN2
10466,ENSG00000114270.18,COL7A1
10467,ENSG00000284251.1,MIR711
10468,ENSG00000010256.11,UQCRC1
10469,ENSG00000183396.4,TMEM89
10470,ENSG00000225697.13,SLC26A6
10471,ENSG00000284364.1,MIR6824
10472,ENSG00000008300.17,CELSR3
10473,ENSG00000284575.1,MIR4793
10474,ENSG00000228350.1,LINC02585
10475,ENSG00000271973.1,RP11-572O6.1
10476,ENSG00000213672.8,NCKIPSD
10477,ENSG00000068745.15,IP6K2
10478,ENSG00000114302.16,PRKAR2A
10479,ENSG00000224424.8,PRKAR2A-AS1
10480,ENSG00000178537.10,SLC25A20
10481,ENSG00000221883.4,ARIH2OS
10482,ENSG00000177479.20,ARIH2
10483,ENSG00000235236.1,RP13-131K19.1
10484,ENSG00000223343.1,RP13-131K19.2
10485,ENSG00000273211.1,RP13-131K19.7
10486,ENSG00000178467.18,P4HTM
10487,ENSG00000285416.1,RP13-131K19.8
10488,ENSG00000178252.18,WDR6
10489,ENSG00000178149.17,DALRD3
10490,ENSG00000199032.1,MIR425
10491,ENSG00000178057.15,NDUFAF3
10492,ENSG00000207605.3,MIR191
10493,ENSG00000178035.13,IMPDH2
10494,ENSG00000272434.1,RP13-131K19.6
10495,ENSG00000198218.11,QRICH1
10496,ENSG00000241461.3,RN7SL182P
10497,ENSG00000172053.18,QARS1
10498,ENSG00000284488.1,MIR6890
10499,ENSG00000172046.19,USP19
10500,ENSG00000172037.14,LAMB2
10501,ENSG00000270441.1,LAMB2P1
10502,ENSG00000177352.10,CCDC71
10503,ENSG00000185909.15,KLHDC8B
10504,ENSG00000236980.10,C3orf84
10505,ENSG00000173421.17,IHO1
10506,ENSG00000270538.1,RP11-3B7.7
10507,ENSG00000225399.4,RP11-3B7.1
10508,ENSG00000188315.8,C3orf62
10509,ENSG00000199546.1,Y
10510,ENSG00000264633.1,MIR4271
10511,ENSG00000114316.13,USP4
10512,ENSG00000233276.8,GPX1
10513,ENSG00000067560.14,RHOA
10514,ENSG00000235908.1,RHOA-IT1
10515,ENSG00000145022.4,TCTA
10516,ENSG00000283189.2,RP11-949J7.8
10517,ENSG00000145020.16,AMT
10518,ENSG00000145029.14,NICN1
10519,ENSG00000201301.1,RNA5SP130
10520,ENSG00000173402.12,DAG1
10521,ENSG00000226913.2,BSN-DT
10522,ENSG00000164061.5,BSN
10523,ENSG00000235120.1,BSN-AS1
10524,ENSG00000164062.13,APEH
10525,ENSG00000173531.15,MST1
10526,ENSG00000259970.1,AC099668.5
10527,ENSG00000164068.16,RNF123
10528,ENSG00000176020.9,AMIGO3
10529,ENSG00000173540.14,GMPPB
10530,ENSG00000176095.12,IP6K1
10531,ENSG00000239576.1,COX6CP14
10532,ENSG00000244730.1,RP13-1056D16.2
10533,ENSG00000187492.9,CDHR4
10534,ENSG00000185614.7,INKA1
10535,ENSG00000182179.13,UBA7
10536,ENSG00000283726.1,MIR5193
10537,ENSG00000183763.9,TRAIP
10538,ENSG00000164076.17,CAMKV
10539,ENSG00000264706.2,RN7SL217P
10540,ENSG00000234667.2,ACTL11P
10541,ENSG00000164078.13,MST1R
10542,ENSG00000230698.1,CTD-2330K9.2
10543,ENSG00000228008.1,CTD-2330K9.3
10544,ENSG00000164077.14,MON1A
10545,ENSG00000004534.15,RBM6
10546,ENSG00000003756.17,RBM5
10547,ENSG00000281691.1,RBM5-AS1
10548,ENSG00000235016.1,SEMA3F-AS1
10549,ENSG00000001617.12,SEMA3F
10550,ENSG00000207922.1,ENSG00000207922
10551,ENSG00000114349.10,GNAT1
10552,ENSG00000188338.15,SLC38A3
10553,ENSG00000114353.17,GNAI2
10554,ENSG00000275334.1,MIR5787
10555,ENSG00000213600.3,XXcos-LUCA16.1
10556,ENSG00000230454.1,U73166.2
10557,ENSG00000232352.1,SEMA3B-AS1
10558,ENSG00000012171.20,SEMA3B
10559,ENSG00000283848.1,MIR6872
10560,ENSG00000179564.4,LSMEM2
10561,ENSG00000214706.12,IFRD2
10562,ENSG00000186792.17,HYAL3
10563,ENSG00000243477.6,NAA80
10564,ENSG00000114378.17,HYAL1
10565,ENSG00000068001.14,HYAL2
10566,ENSG00000114383.10,TUSC2
10567,ENSG00000068028.18,RASSF1
10568,ENSG00000281358.1,RASSF1-AS1
10569,ENSG00000235058.1,ZMYND10-AS1
10570,ENSG00000004838.14,ZMYND10
10571,ENSG00000114388.14,NPRL2
10572,ENSG00000114395.11,CYB561D2
10573,ENSG00000272104.1,XXcos-LUCA11.5
10574,ENSG00000126062.4,TMEM115
10575,ENSG00000007402.12,CACNA2D2
10576,ENSG00000271858.5,CYB561D2
10577,ENSG00000202322.1,RNA5SP131
10578,ENSG00000088543.15,C3orf18
10579,ENSG00000114735.10,HEMK1
10580,ENSG00000280382.1,RP11-804H8.7
10581,ENSG00000114737.16,CISH
10582,ENSG00000114738.11,MAPKAPK3
10583,ENSG00000273356.1,LINC02019
10584,ENSG00000088538.13,DOCK3
10585,ENSG00000272543.1,MIR4787
10586,ENSG00000228337.1,PPIAP69
10587,ENSG00000213587.3,RP11-646D13.1
10588,ENSG00000235278.2,ZNF652P1
10589,ENSG00000240959.1,ST13P14
10590,ENSG00000145050.19,MANF
10591,ENSG00000259956.2,RBM15B
10592,ENSG00000145041.16,DCAF1
10593,ENSG00000164080.14,RAD54L2
10594,ENSG00000221015.1,RNU6ATAC29P
10595,ENSG00000164081.13,TEX264
10596,ENSG00000288063.1,RP11-413B21.4
10597,ENSG00000201595.1,RNA5SP132
10598,ENSG00000164082.15,GRM2
10599,ENSG00000214686.7,IQCF6
10600,ENSG00000285749.2,RP11-314A5.7
10601,ENSG00000224792.7,IQCF4P
10602,ENSG00000229972.8,IQCF3
10603,ENSG00000184345.5,IQCF2
10604,ENSG00000241789.3,RN7SL504P
10605,ENSG00000235455.1,IQCF5-AS1
10606,ENSG00000214681.4,IQCF5
10607,ENSG00000173389.16,IQCF1
10608,ENSG00000287707.1,RP11-155D18.17
10609,ENSG00000114767.7,RRP9
10610,ENSG00000041880.15,PARP3
10611,ENSG00000280422.1,RP11-155D18.13
10612,ENSG00000180929.6,GPR62
10613,ENSG00000090097.22,PCBP4
10614,ENSG00000272762.5,RP11-155D18.12
10615,ENSG00000114779.20,ABHD14B
10616,ENSG00000248487.9,ABHD14A
10617,ENSG00000114786.16,ABHD14A-ACY1
10618,ENSG00000243989.9,ACY1
10619,ENSG00000162244.12,RPL29
10620,ENSG00000285685.1,RP11-155D18.16
10621,ENSG00000164086.10,DUSP7
10622,ENSG00000164087.8,POC1A
10623,ENSG00000286419.1,RP11-330H6.7
10624,ENSG00000242849.2,ALDOAP1
10625,ENSG00000023330.15,ALAS1
10626,ENSG00000280003.1,RP11-330H6.6
10627,ENSG00000239732.4,TLR9
10628,ENSG00000173366.11,RP11-330H6.5
10629,ENSG00000247596.10,TWF2
10630,ENSG00000243224.1,RP5-1157M23.2
10631,ENSG00000164088.18,PPM1M
10632,ENSG00000164091.12,WDR82
10633,ENSG00000199150.3,MIRLET7G
10634,ENSG00000168237.18,GLYCTK
10635,ENSG00000242797.3,GLYCTK-AS1
10636,ENSG00000207926.1,MIR135A1
10637,ENSG00000114841.18,DNAH1
10638,ENSG00000239557.1,PPP2R5CP
10639,ENSG00000163930.10,BAP1
10640,ENSG00000010318.21,PHF7
10641,ENSG00000010319.7,SEMA3G
10642,ENSG00000114854.8,TNNC1
10643,ENSG00000010322.16,NISCH
10644,ENSG00000010327.10,STAB1
10645,ENSG00000168268.11,NT5DC2
10646,ENSG00000168273.8,SMIM4
10647,ENSG00000163939.18,PBRM1
10648,ENSG00000252768.1,RNU6-856P
10649,ENSG00000221518.1,RNU6ATAC16P
10650,ENSG00000163938.17,GNL3
10651,ENSG00000280904.1,ENSG10010139083.1
10652,ENSG00000252787.2,ENSG10010138968.2
10653,ENSG00000212493.1,SNORD19
10654,ENSG00000238862.1,SNORD19B
10655,ENSG00000222345.1,SNORD19C
10656,ENSG00000212452.1,SNORD69
10657,ENSG00000016864.19,GLT8D1
10658,ENSG00000114902.14,SPCS1
10659,ENSG00000114904.13,NEK4
10660,ENSG00000275956.1,RP5-966M1.7
10661,ENSG00000270941.1,RP5-966M1.5
10662,ENSG00000271137.1,RP5-966M1.4
10663,ENSG00000055957.11,ITIH1
10664,ENSG00000162267.12,ITIH3
10665,ENSG00000055955.17,ITIH4
10666,ENSG00000243696.5,RP5-966M1.6
10667,ENSG00000239799.1,ITIH4-AS1
10668,ENSG00000272573.6,MUSTN1
10669,ENSG00000248592.7,STIMATE-MUSTN1
10670,ENSG00000213533.13,STIMATE
10671,ENSG00000275789.1,MIR8064
10672,ENSG00000279144.1,RP11-894J14.2
10673,ENSG00000163935.14,SFMBT1
10674,ENSG00000272305.5,RP11-894J14.5
10675,ENSG00000280417.1,RP11-5O17.1
10676,ENSG00000242142.1,SERBP1P3
10677,ENSG00000163933.10,RFT1
10678,ENSG00000163932.15,PRKCD
10679,ENSG00000286531.1,RP11-82B23.3
10680,ENSG00000163931.16,TKT
10681,ENSG00000272886.6,DCP1A
10682,ENSG00000274967.1,Y
10683,ENSG00000157388.20,CACNA1D
10684,ENSG00000207109.1,SNORD38C
10685,ENSG00000212608.1,ENSG10010135361.1
10686,ENSG00000227224.1,RP11-72H11.1
10687,ENSG00000251987.1,SNORD63
10688,ENSG00000271916.1,RP11-884K10.6
10689,ENSG00000016391.11,CHDH
10690,ENSG00000056736.10,IL17RB
10691,ENSG00000271976.1,RP11-884K10.7
10692,ENSG00000113812.14,ACTR8
10693,ENSG00000113811.11,SELENOK
10694,ENSG00000288029.1,RP11-122D19.3
10695,ENSG00000242983.1,CABYRP1
10696,ENSG00000286353.1,RP11-122D19.2
10697,ENSG00000157445.15,CACNA2D3
10698,ENSG00000229806.1,RPS15P5
10699,ENSG00000265992.1,ESRG
10700,ENSG00000243715.1,CACNA2D3-AS1
10701,ENSG00000144771.8,LRTM1
10702,ENSG00000239991.1,RP11-889D3.1
10703,ENSG00000243572.1,LINC02017
10704,ENSG00000240708.2,LINC02030
10705,ENSG00000242568.1,RP11-875H7.1
10706,ENSG00000242775.1,RP11-875H7.2
10707,ENSG00000114251.15,WNT5A
10708,ENSG00000244586.1,WNT5A-AS1
10709,ENSG00000242317.1,RP11-875H7.5
10710,ENSG00000187672.14,ERC2
10711,ENSG00000240777.2,RP11-58O15.1
10712,ENSG00000281708.1,ERC2-IT1
10713,ENSG00000264013.1,MIR3938
10714,ENSG00000200379.1,RN7SKP45
10715,ENSG00000200238.1,RNA5SP133
10716,ENSG00000180376.17,CCDC66
10717,ENSG00000163946.14,TASOR
10718,ENSG00000163947.12,ARHGEF3
10719,ENSG00000240198.5,ARHGEF3-AS1
10720,ENSG00000186451.2,SPATA12
10721,ENSG00000272202.1,RP11-157F20.3
10722,ENSG00000144730.19,IL17RD
10723,ENSG00000229863.1,RP11-157F20.1
10724,ENSG00000163666.10,HESX1
10725,ENSG00000157500.12,APPL1
10726,ENSG00000239388.9,ASB14
10727,ENSG00000286952.1,RP11-241K3.5
10728,ENSG00000174844.14,DNAH12
10729,ENSG00000212392.1,Y
10730,ENSG00000206918.1,RNU6-1181P
10731,ENSG00000239831.1,RNF7P1
10732,ENSG00000237186.1,RP11-229A12.2
10733,ENSG00000202428.1,RNU6-108P
10734,ENSG00000206815.1,RNU6-483P
10735,ENSG00000287502.1,RP11-229A12.7
10736,ENSG00000174840.9,PDE12
10737,ENSG00000168374.11,ARF4
10738,ENSG00000272146.6,ARF4-AS1
10739,ENSG00000210841.1,RNU6ATAC26P
10740,ENSG00000174839.13,DENND6A
10741,ENSG00000239801.1,DENND6A-AS1
10742,ENSG00000241933.1,DENND6A-DT
10743,ENSG00000163681.16,SLMAP
10744,ENSG00000270772.1,PDHA1P1
10745,ENSG00000213509.4,PPIAP16
10746,ENSG00000136068.16,FLNB
10747,ENSG00000244161.1,FLNB-AS1
10748,ENSG00000283148.1,RP11-456N14.4
10749,ENSG00000283511.1,RP11-456N14.6
10750,ENSG00000163687.14,DNASE1L3
10751,ENSG00000163686.15,ABHD6
10752,ENSG00000163684.12,RPP14
10753,ENSG00000255154.9,HTD2
10754,ENSG00000273493.1,RP11-80H18.4
10755,ENSG00000168297.16,PXK
10756,ENSG00000275607.1,RP11-802O23.4
10757,ENSG00000168291.13,PDHB
10758,ENSG00000272182.1,RP11-802O23.3
10759,ENSG00000272360.1,RP11-359I18.5
10760,ENSG00000168301.13,KCTD6
10761,ENSG00000168306.13,ACOX2
10762,ENSG00000236722.1,RP11-359I18.1
10763,ENSG00000168309.18,FAM107A
10764,ENSG00000243384.1,RP11-475O23.2
10765,ENSG00000244383.2,FAM3D-AS1
10766,ENSG00000198643.7,FAM3D
10767,ENSG00000163689.20,CFAP20DC
10768,ENSG00000242428.6,CFAP20DC-AS1
10769,ENSG00000243295.2,CTD-2185K10.1
10770,ENSG00000243903.1,RP11-285B24.1
10771,ENSG00000242545.1,RP11-719N22.2
10772,ENSG00000241804.1,RP11-719N22.1
10773,ENSG00000277592.1,Metazoa
10774,ENSG00000189283.10,FHIT
10775,ENSG00000287649.1,RP11-1035L22.1
10776,ENSG00000240097.1,RP11-641C17.4
10777,ENSG00000281426.1,MIR548BB
10778,ENSG00000232407.3,PPIAP70
10779,ENSG00000225673.3,RP11-641C17.3
10780,ENSG00000244183.1,PPIAP71
10781,ENSG00000212211.2,U3
10782,ENSG00000144724.20,PTPRG
10783,ENSG00000252420.1,Y
10784,ENSG00000226360.5,RPL10AP6
10785,ENSG00000252184.1,RNU2-10P
10786,ENSG00000237456.3,ID2B
10787,ENSG00000241472.7,PTPRG-AS1
10788,ENSG00000114405.11,C3orf14
10789,ENSG00000153266.13,FEZF2
10790,ENSG00000163618.18,CADPS
10791,ENSG00000225662.2,RP11-1036F1.1
10792,ENSG00000244632.3,RN7SL863P
10793,ENSG00000252449.1,RNU6-139P
10794,ENSG00000226082.2,RP11-24H1.1
10795,ENSG00000244342.5,LINC00698
10796,ENSG00000242841.1,KRT8P35
10797,ENSG00000240359.1,UBL5P3
10798,ENSG00000163630.11,SYNPR
10799,ENSG00000241359.1,SYNPR-AS1
10800,ENSG00000252301.1,RNA5SP134
10801,ENSG00000188817.8,SNTN
10802,ENSG00000224479.6,AC136289.1
10803,ENSG00000163632.14,C3orf49
10804,ENSG00000163634.12,THOC7
10805,ENSG00000240549.2,THOC7-AS1
10806,ENSG00000163635.20,ATXN7
10807,ENSG00000280620.1,SCAANT1
10808,ENSG00000239653.1,PSMD6-AS2
10809,ENSG00000271843.1,RP11-245J9.5
10810,ENSG00000163636.11,PSMD6
10811,ENSG00000243410.1,PSMD6-AS1
10812,ENSG00000272181.1,RP11-245J9.6
10813,ENSG00000241111.1,PRICKLE2-AS1
10814,ENSG00000200222.2,U3
10815,ENSG00000189196.4,LINC00994
10816,ENSG00000163637.13,PRICKLE2
10817,ENSG00000241572.1,PRICKLE2-AS1
10818,ENSG00000241101.1,PRICKLE2-AS2
10819,ENSG00000239926.1,PRDX3P4
10820,ENSG00000226017.2,PRICKLE2-AS3
10821,ENSG00000244564.2,PRICKLE2-DT
10822,ENSG00000212340.1,RNU6-739P
10823,ENSG00000163638.13,ADAMTS9
10824,ENSG00000241158.7,ADAMTS9-AS1
10825,ENSG00000241684.6,ADAMTS9-AS2
10826,ENSG00000243149.2,LINC02040
10827,ENSG00000151276.23,MAGI1
10828,ENSG00000270059.1,RP11-88H12.2
10829,ENSG00000244226.1,ILF2P1
10830,ENSG00000223409.1,RPL17P17
10831,ENSG00000272610.1,MAGI1-IT1
10832,ENSG00000240175.1,MAGI1-AS1
10833,ENSG00000202071.1,Y
10834,ENSG00000203647.2,RP11-320P11.1
10835,ENSG00000144741.18,SLC25A26
10836,ENSG00000206759.1,RNU6-787P
10837,ENSG00000241587.3,RN7SL482P
10838,ENSG00000144749.14,LRIG1
10839,ENSG00000271174.1,RP11-814M22.2
10840,ENSG00000214560.4,RPL21P41
10841,ENSG00000288039.1,RP11-24O17.2
10842,ENSG00000285738.1,RP11-24O17.1
10843,ENSG00000287873.1,RP11-15B4.2
10844,ENSG00000163376.11,KBTBD8
10845,ENSG00000283298.1,MIR4272
10846,ENSG00000241884.2,RP11-85I21.1
10847,ENSG00000172340.15,SUCLG2
10848,ENSG00000242510.1,NDUFB4P1
10849,ENSG00000241316.8,SUCLG2-AS1
10850,ENSG00000183662.11,TAFA1
10851,ENSG00000214552.4,COPS8P2
10852,ENSG00000240568.1,RP11-1008M1.1
10853,ENSG00000286967.1,RP11-253K11.1
10854,ENSG00000244640.1,RP11-436J20.1
10855,ENSG00000241506.1,PSMC1P1
10856,ENSG00000163377.16,TAFA4
10857,ENSG00000252828.1,RNA5SP135
10858,ENSG00000163378.14,EOGT
10859,ENSG00000244513.7,CTD-2013N24.2
10860,ENSG00000144747.17,TMF1
10861,ENSG00000265355.1,MIR3136
10862,ENSG00000144744.17,UBA3
10863,ENSG00000144746.7,ARL6IP5
10864,ENSG00000163380.16,LMOD3
10865,ENSG00000114541.15,FRMD4B
10866,ENSG00000239263.1,RBM43P1
10867,ENSG00000240265.1,RP11-62G11.1
10868,ENSG00000240842.2,RP11-62G11.2
10869,ENSG00000241667.1,RP11-444P10.1
10870,ENSG00000187098.17,MITF
10871,ENSG00000241665.3,RN7SL418P
10872,ENSG00000240405.7,SAMMSON
10873,ENSG00000271034.1,RP11-963H1.1
10874,ENSG00000242728.1,UQCRHP4
10875,ENSG00000242120.4,MDFIC2
10876,ENSG00000288679.1,RP11-118O11.2
10877,ENSG00000287669.1,RP11-118O11.1
10878,ENSG00000240156.1,COX6CP6
10879,ENSG00000243873.1,HMGB1P36
10880,ENSG00000206939.1,RNU6-281P
10881,ENSG00000114861.23,FOXP1
10882,ENSG00000285708.1,RP11-79P21.2
10883,ENSG00000244203.2,FOXP1-AS1
10884,ENSG00000221264.1,MIR1284
10885,ENSG00000274387.1,RP11-154H23.5
10886,ENSG00000242094.1,FOXP1-IT1
10887,ENSG00000277855.1,RP11-154H23.4
10888,ENSG00000270562.1,RP11-154H23.3
10889,ENSG00000163412.13,EIF4E3
10890,ENSG00000170837.3,GPR27
10891,ENSG00000163421.9,PROK2
10892,ENSG00000287131.1,RP11-321A23.3
10893,ENSG00000239250.3,RN7SL271P
10894,ENSG00000241163.8,LINC00877
10895,ENSG00000244130.1,UBE2Q2P9
10896,ENSG00000273461.5,RP11-398A8.4
10897,ENSG00000276471.1,RP11-398A8.5
10898,ENSG00000239350.2,RP11-398A8.2
10899,ENSG00000242609.1,CCDC137P
10900,ENSG00000243083.7,LINC00870
10901,ENSG00000272774.1,RP11-433A10.3
10902,ENSG00000242618.2,RP11-433A10.2
10903,ENSG00000287882.1,RP11-447M4.2
10904,ENSG00000260670.1,RP11-447M4.1
10905,ENSG00000163602.11,RYBP
10906,ENSG00000244345.1,RP11-654C22.2
10907,ENSG00000199469.1,RNU1-62P
10908,ENSG00000239568.1,RP11-654C22.1
10909,ENSG00000222838.1,RNA5SP136
10910,ENSG00000287595.1,RP11-624D20.3
10911,ENSG00000144736.14,SHQ1
10912,ENSG00000241537.1,RP11-624D20.1
10913,ENSG00000240135.1,PSMD12P1
10914,ENSG00000271266.1,LAPTM4BP2
10915,ENSG00000172986.13,GXYLT2
10916,ENSG00000276890.1,Metazoa
10917,ENSG00000242960.1,FTH1P23
10918,ENSG00000163605.15,PPP4R2
10919,ENSG00000238959.1,RNU7-19P
10920,ENSG00000255423.1,EBLN2
10921,ENSG00000252651.1,RNU6-557P
10922,ENSG00000223247.1,RNU2-64P
10923,ENSG00000182921.9,CCDC75P1
10924,ENSG00000252937.1,RNU6-1270P
10925,ENSG00000121440.15,PDZRN3
10926,ENSG00000239119.1,RNU7-119P
10927,ENSG00000239677.6,PDZRN3-AS1
10928,ENSG00000278934.1,CTD-2006M22.2
10929,ENSG00000242364.1,RP11-451J24.1
10930,ENSG00000242741.2,LINC02005
10931,ENSG00000278554.1,Metazoa
10932,ENSG00000239454.1,LINC02047
10933,ENSG00000223738.3,RP11-781E19.1
10934,ENSG00000213452.4,AKR1B1P2
10935,ENSG00000113805.8,CNTN3
10936,ENSG00000241022.1,NIPA2P2
10937,ENSG00000242638.3,RN7SL294P
10938,ENSG00000266780.1,MIR4444-2
10939,ENSG00000287398.1,RP11-642N14.4
10940,ENSG00000213300.5,HNRNPA3P6
10941,ENSG00000228868.3,MYLKP1
10942,ENSG00000243674.1,OR7E66P
10943,ENSG00000179799.9,OR7E22P
10944,ENSG00000230655.3,OR7E55P
10945,ENSG00000244699.1,RP11-803B1.2
10946,ENSG00000240665.1,LSP1P2
10947,ENSG00000242953.1,RP11-803B1.3
10948,ENSG00000238278.3,ALG1L6P
10949,ENSG00000244026.6,FAM86DP
10950,ENSG00000272690.6,LINC02018
10951,ENSG00000239959.1,ENPP7P2
10952,ENSG00000243794.1,SNRPCP10
10953,ENSG00000272710.2,RP11-413E6.12
10954,ENSG00000244674.1,RPS3AP15
10955,ENSG00000239383.1,RP11-413E6.2
10956,ENSG00000244222.2,OR7E121P
10957,ENSG00000172971.7,UNC93B3
10958,ENSG00000243422.2,RPL23AP49
10959,ENSG00000282912.1,RP11-413E6.11
10960,ENSG00000282511.1,CLUHP10
10961,ENSG00000283894.1,MIR1324
10962,ENSG00000241532.1,AGGF1P3
10963,ENSG00000241622.1,RARRES2P1
10964,ENSG00000172969.8,FRG2C
10965,ENSG00000236138.4,DUX4L26
10966,ENSG00000242516.2,LINC00960
10967,ENSG00000227124.11,ZNF717
10968,ENSG00000266396.1,MIR4273
10969,ENSG00000185008.17,ROBO2
10970,ENSG00000222883.1,Y
10971,ENSG00000240809.1,CAP1P1
10972,ENSG00000199520.1,RNU6-386P
10973,ENSG00000213450.4,VDAC1P7
10974,ENSG00000287567.1,RP11-342C2.2
10975,ENSG00000206891.1,RNU6-217P
10976,ENSG00000244461.1,LINC02077
10977,ENSG00000240573.1,RP11-354H21.2
10978,ENSG00000243957.3,RN7SL647P
10979,ENSG00000222574.1,RN7SKP61
10980,ENSG00000240241.5,RP11-314M24.1
10981,ENSG00000239226.1,MRPS17P3
10982,ENSG00000169855.20,ROBO1
10983,ENSG00000240752.1,RP11-588D3.1
10984,ENSG00000240964.3,RN7SL751P
10985,ENSG00000288105.1,RP11-490P18.1
10986,ENSG00000265193.1,MIR3923
10987,ENSG00000243877.1,HMGB1P38
10988,ENSG00000271389.1,OSBPL9P1
10989,ENSG00000239699.1,HNRNPA3P8
10990,ENSG00000242586.1,RP11-481N16.1
10991,ENSG00000286329.1,RP11-783N9.1
10992,ENSG00000242828.1,RP11-47P18.1
10993,ENSG00000242781.2,LINC02050
10994,ENSG00000243694.3,LINC02027
10995,ENSG00000242145.1,RP11-520D19.1
10996,ENSG00000241593.5,RP11-520D19.2
10997,ENSG00000287053.1,RP11-564P9.2
10998,ENSG00000244281.1,RP11-564P9.1
10999,ENSG00000114480.13,GBE1
11000,ENSG00000222389.1,RNU2-28P
11001,ENSG00000241319.1,SETP6
11002,ENSG00000240404.2,RP11-142L1.3
11003,ENSG00000242190.1,RP11-142L1.1
11004,ENSG00000242009.2,RP11-359D24.1
11005,ENSG00000239440.6,LINC02008
11006,ENSG00000241367.1,RPL7AP23
11007,ENSG00000241095.1,CYP51A1P1
11008,ENSG00000288004.1,RP11-81D17.1
11009,ENSG00000286567.1,RP11-171G7.2
11010,ENSG00000242195.1,SRRM1P2
11011,ENSG00000287158.1,RP11-412N9.1
11012,ENSG00000242641.6,LINC00971
11013,ENSG00000241776.1,RP11-651J20.1
11014,ENSG00000242339.2,LINC02025
11015,ENSG00000287273.1,RP11-482K2.1
11016,ENSG00000175161.14,CADM2
11017,ENSG00000264084.1,MIR5688
11018,ENSG00000241648.1,CADM2-AS2
11019,ENSG00000239519.1,CADM2-AS1
11020,ENSG00000243915.1,THAP12P2
11021,ENSG00000201410.1,ENSG10010139273.1
11022,ENSG00000251773.1,RNU6-1129P
11023,ENSG00000239767.2,RP11-789F5.1
11024,ENSG00000222934.1,RN7SKP284
11025,ENSG00000241328.1,LINC02070
11026,ENSG00000277746.1,RP11-43A1.1
11027,ENSG00000206538.9,VGLL3
11028,ENSG00000241293.1,PPATP1
11029,ENSG00000281392.2,LINC00506
11030,ENSG00000264119.1,MIR4795
11031,ENSG00000083937.10,CHMP2B
11032,ENSG00000064835.12,POU1F1
11033,ENSG00000239829.1,KRT8P25
11034,ENSG00000240902.1,APOOP2
11035,ENSG00000240255.1,PSMC1P6
11036,ENSG00000239572.3,RP11-451B8.1
11037,ENSG00000200703.1,RNU6-873P
11038,ENSG00000179097.7,HTR1F
11039,ENSG00000221059.1,RNU6ATAC6P
11040,ENSG00000163320.12,CGGBP1
11041,ENSG00000288654.1,RP11-159G9.5
11042,ENSG00000175105.8,ZNF654
11043,ENSG00000241535.1,CBX5P1
11044,ENSG00000179021.10,C3orf38
11045,ENSG00000242159.1,ABCF2P1
11046,ENSG00000283434.2,CSNKA2IP
11047,ENSG00000207316.1,Y
11048,ENSG00000242365.1,NDUFA5P5
11049,ENSG00000242705.1,ICE2P2
11050,ENSG00000241861.2,GAPDHP50
11051,ENSG00000044524.11,EPHA3
11052,ENSG00000285780.2,RP11-784B9.1
11053,ENSG00000240951.1,MTCO2P6
11054,ENSG00000240309.1,MTCO1P6
11055,ENSG00000212598.2,U3
11056,ENSG00000222490.1,RNU6-712P
11057,ENSG00000189002.10,PROS2P
11058,ENSG00000271024.1,HSPE1P19
11059,ENSG00000283367.1,ENSG10010139469.2
11060,ENSG00000283544.1,ABBA01000934.1
11061,ENSG00000251727.1,RNU6-488P
11062,ENSG00000184500.16,PROS1
11063,ENSG00000201339.1,Y
11064,ENSG00000200366.1,RNU6-511P
11065,ENSG00000169379.17,ARL13B
11066,ENSG00000239614.1,HMGN1P7
11067,ENSG00000178750.3,STX19
11068,ENSG00000178700.9,DHFR2
11069,ENSG00000178694.10,NSUN3
11070,ENSG00000242457.1,RBBP4P2
11071,ENSG00000178660.6,ARMC10P1
11072,ENSG00000242911.1,RP11-118N24.2
11073,ENSG00000234629.1,WDR82P1
11074,ENSG00000239589.7,LINC00879
11075,ENSG00000244048.1,RPS18P6
11076,ENSG00000244681.1,MTHFD2P1
11077,ENSG00000286516.1,RP11-12J13.1
11078,ENSG00000271671.1,RP11-598F17.2
11079,ENSG00000243547.1,HNRNPKP4
11080,ENSG00000278103.1,MIR8060
11081,ENSG00000241815.1,RP11-124D9.1
11082,ENSG00000199286.1,RNU6-1094P
11083,ENSG00000269028.3,MTRNR2L12
11084,ENSG00000218754.4,RPL18AP8
11085,ENSG00000241018.1,RCC2P5
11086,ENSG00000176243.9,CDV3P1
11087,ENSG00000286447.1,RP11-346M10.3
11088,ENSG00000080224.17,EPHA6
11089,ENSG00000251172.1,RP11-529P9.1
11090,ENSG00000261292.2,RP11-389G6.3
11091,ENSG00000113966.10,ARL6
11092,ENSG00000282527.1,RP11-389G6.5
11093,ENSG00000080200.10,CRYBG3
11094,ENSG00000279658.1,RP11-389G6.4
11095,ENSG00000170854.18,RIOX2
11096,ENSG00000285614.1,RP11-449F7.4
11097,ENSG00000183185.9,GABRR3
11098,ENSG00000250750.1,OR5BM1P
11099,ENSG00000213439.3,OR5AC1
